SIZE_HA	FIRE_DATE	FEAT_AREA	FEAT_LEN
90	20040716	900943.7473	7163.3262
2.1	20060729	21653.2692	769.9433
37.8	20060801	378206.0212	2698.1548
18.2	20060804	182060.0907	1820.3552
34.8	20060801	348634.1998	3086.522
216.2	20060724	2162789.38	7502.8211
86.5	20060726	865076.261	5173.2928
137.3	20060828	1373730.198	8778.6686
8.4	20060828	84000.2295	1221.0118
506.2	20030806	5062571.177	13040.6258
62.4	20030903	624647.3576	4141.8885
116.3	20030903	1163791.678	5009.6134
1482.5	20030806	14825019.21	51926.4827
3580.5	20030813	35805477.78	49970.5252
134.5	20040717	1345445.104	8422.5178
82.7	20040627	827893.3315	7911.2751
680.6	20040814	6806852.445	21596.0658
1010.1	20040627	10101608.27	25385.4687
1.2	20060729	12056.297	421.8817
87	20060821	870393.6601	4337.4747
42	20060805	420292.5466	2339.0657
13.9	20060724	139128.3917	1654.4574
131.2	20060724	1312989.646	6965.13
204.7	20060723	2047605.451	11221.381
127.9	20060724	1279901.415	6559.9103
188.6	20060627	1886946.777	14149.5212
1108.1	20060705	11081612.35	28776.514
416.1	20060516	4161511.545	23552.435
139.8	20060726	1398314.168	9985.2989
234.4	20030806	2344121.037	11455.7599
671.9	20030807	6719087.629	21085.8288
6575	20030810	65750364.52	64585.6338
215.2	20030806	2152029.459	7622.984
1879.4	20030806	18794443.41	27016.4681
245.4	20030712	2454712.634	12527.6896
410.2	20040618	4102551.239	20268.4122
92.4	20040716	924870.7	7781.505
189.5	20040701	1895887.402	7486.6052
2647.5	20040715	26475261.4	76473.2576
387.8	20040812	3878242.635	14000.4746
269.5	20050810	2695892.393	14472.0093
350.3	20050529	3503311.705	9918.3072
55.4	20060805	554426.5219	3935.45
3.2	20060726	32992.7391	811.5937
5.2	20060725	52059.7595	1203.6537
21	20060801	210152.667	1721.6576
142.2	20060707	1422065.272	6335.3436
134.3	20060908	1343021.004	11887.4318
98.4	20060723	984169.5566	7504.9154
145.8	20060828	1458785.603	11413.3258
176.8	20060627	1768215.127	8704.5283
270.9	20030826	2709056.6	10932.9762
222	20030812	2220360.535	12635.6688
372.5	20030823	3725831.454	21039.1049
471	20030819	4710299.813	15763.2795
327.5	20030808	3275767.701	12546.9445
522.6	20030811	5226074.234	16811.5476
286.6	20030820	2866951.064	13057.6974
103.4	20030818	1034426.888	6242.0726
86.5	20050529	865631.9358	6753.1741
305.6	20050529	3056612.091	11521.3629
90.7	20050529	907941.8526	8332.9089
179.8	20050529	1798135.315	13915.572
63	20050529	630535.8873	4059.7629
28.2	20060815	282033.4704	2059.6555
2.1	20060909	21198.9009	861.5925
18.2	20060725	182121.6016	1585.0048
68.5	20060728	685022.4852	6061.5438
280.8	20060703	2808127.232	17750.6093
36.5	20060703	365922.7026	3404.8375
708.4	20060613	7084415.938	27238.7227
5068.4	20060702	50684347.75	92460.3239
96	20060702	960072.7649	6459.0353
748.4	20060703	7484278.038	25188.4233
3905.7	20060703	39057904.27	66256.4335
415.4	20030818	4154245.835	12830.5948
202.6	20030807	2026126.751	9687.1716
518.6	20040619	5186126.028	16391.2581
21.7	20030820	217593.646	2548.2632
23.8	20030811	238413.5489	1963.4669
42	20030806	420051.7418	3294.3364
85.8	20030827	858357.9274	5102.3041
73.9	20040725	739770.5953	5343.4598
4303.3	20040725	43033343.04	64926.4078
66.2	20050529	662840.3755	4871.922
5777.8	20050529	57778197.85	139889.0214
845	20050530	8450501.449	43841.215
74.2	20050530	742233.3368	6959.8135
1202.9	20050530	12029222.77	51464.3599
130.2	20050530	1302141.841	7537.1146
12.7	20050530	127538.0986	2822.9511
33.4	20050530	334557.4012	2689.7053
31.9	20060726	319513.7036	2674.321
11.5	20060726	115469.2122	1353.2933
0.2	20060803	2445.4643	211.2445
3.8	20060803	38490.4312	1215.6407
0.8	20060803	8510.1178	526.0711
342.5	20060704	3425924.185	15560.9806
165.6	20060704	1656466.184	8950.6964
114.2	20060705	1142557.744	6860.1182
41.3	20060705	413111.2381	5555.4164
115.5	20060703	1155749.465	8533.4453
2721.1	20060702	27211915.69	52818.2889
3258.2	20060702	32582465.56	59336.9412
866.8	20060702	8668133.849	29894.721
14.1	20060907	141510.9754	1587.2252
70.2	20060704	702372.0919	5979.6139
19.5	20060704	195896.0569	2730.4234
1518.3	20060701	15183622.84	35526.6471
181.4	20040623	1814522.819	7841.7567
190.5	20040726	1905465.464	7468.2003
21.9	20040819	219685.8168	2405.7682
3	20050530	30300.0717	1195.9772
419.7	20050531	4197546.138	33499.7421
187.6	20050531	1876583.03	20136.6489
363.3	20050606	3633104.922	27646.0014
360.9	20050529	3609186.265	32785.081
80.6	20050529	806700.6039	13458.2372
3.6	20050406	36637.5879	978.6647
22.3	20050409	223393.5743	2132.6106
3519.7	20050801	35197717.08	25866.4184
0.4	20050421	4036.4646	312.0858
7.9	20050421	79377.8409	1705.0752
2.1	20050421	21194.6568	627.6692
0.7	20050423	7977.031	360.9719
3.1	20050424	31687.2632	948.0204
0.5	20050424	5167.4283	407.6988
41.2	20060830	412030.5118	2671.8
22.6	20060830	226508.4325	1772.2934
0.3	20060615	3083.7453	239.4952
0.4	20060629	4401.7814	382.5393
0.5	20060414	5965.9325	355.3902
2.1	20060429	21505.5268	770.2152
116.9	20060701	1169831.457	5784.2623
7.9	20060701	79971.7047	1212.8875
3016.8	20060701	30168026.96	66157.8745
8165.7	20060629	81657031.01	131963.1924
72.3	20060629	723131.1733	8546.1638
9992.2	20060628	99922728.34	156959.3763
2786.3	20060704	27863789.74	56108.6451
79.5	20040814	795654.6661	6304.2121
426.3	20040814	4263903.284	12942.3888
		8105586.402	14250.5808
0.8	20050424	8345.6279	376.8731
45.8	20050429	458276.6153	4264.7102
24.7	20050430	247639.8403	2799.955
11.7	20050430	117705.6333	1979.4287
12.8	20050430	128858.2546	1531.9661
22.3	20050420	223598.147	2038.6576
2	20050428	20875.121	737.1263
0.9	20050501	9890.0047	404.9066
105.4	20050511	1054755.939	5511.8338
28.1	20060415	281079.6715	3601.3444
0.4	20060425	4336.0392	300.2102
16.9	20060429	169848.3988	3145.3222
21	20060505	210631.8854	2803.2907
2.1	20060510	21373	690.3716
21.3	20060417	213913.664	2673.0052
0.2	20060414	2029.5241	185.6193
0.1	20060416	1439.2755	227.0233
2.2	20060418	22384.5287	739.3798
32.1	20060627	321649.0794	3090.878
43.7	20060703	437251.1764	3506.8291
137.8	20060703	1378051.853	8430.7239
433.8	20060703	4338938.011	26532.545
1165.8	20060703	11658261.24	31030.6419
194	20060703	1940514.691	14366.4609
6397	20060608	63970899.13	114494.4315
1211	20060707	12110008.59	43593.9126
65	20060704	650410.8154	5149.3313
354.7	20060703	3547452.224	16584.7477
234.9	20060704	2349275.441	13309.7241
622.3	20060516	6223122.647	40449.6096
1537.5	20040618	15375786.41	18440.5558
846.1	20040624	8461007.044	18376.5686
474.9	20040731	4749938.601	14318.9475
108.5	20040803	1085777.179	5275.7103
697.5	20040814	6975072.981	19718.1634
468.4	20040814	4684349.95	13840.6813
199	20040622	1990724.997	6718.0716
3.2	20040622	32396.8502	826.5305
39.7	20040622	397481.7819	2689.5154
92.2	20060913	922767.909	5612.4596
511.2	20060910	5112236.084	11516.148
1238	20060708	12380468.35	26571.2613
2.9	20060716	29849.2859	1101.2028
98.4	20060822	984895.3325	5548.576
684.4	20060607	6844204.903	10470.4388
0	20060627	67	36.4373
9.6	20060426	96508.5844	1353.0038
3	20060426	30752	708.7349
19	20060429	190727.3079	2630.5323
23.8	20060430	238027.2267	2652.2737
16.2	20060430	162234.9645	1923.3981
0.8	20060623	8545.2537	501.5128
1.2	20060629	12420.4913	554.463
17.9	20060507	179333.4679	2059.4944
2.1	20060627	21206.573	598.965
12.5	20060605	125178.2241	1518.93
7.6	20060516	76923.2091	1400.6382
1427.2	20060702	14272735.49	27855.863
97.3	20060516	973889.6795	8567.6043
383.8	20060703	3838088.677	16874.6599
1245.8	20060703	12458677.63	40353.2707
8060.5	20060703	80605083.56	114855.8085
10810.1	20060705	108101847.3	138700.4508
187.7	20060821	1877161.001	7942.9777
20.3	20060724	203126.566	3029.1035
13.6	20060724	136552.228	2509.8629
361.3	20040814	3613873.26	12143.2763
331.9	20040620	3319451.862	11477.3991
297.9	20040623	2979618.835	8849.7849
8.3	20060818	83900.0461	1509.1606
21.3	20060904	213904.0383	2926.5168
39.6	20060904	396591.3509	3795.7647
63.8	20060904	638602.8453	4307.0762
19441.7	20060904	194417818.3	179153.5452
4	20060504	40487.8401	880.2379
132.9	20060912	1329912.629	7569.5121
58	20060720	580099.4015	4307.9639
621	20060717	6210775	11923.1854
788.9	20060705	7889202.697	12115.42
1.2	20060616	12277.6634	802.0538
74.3	20060508	743746.594	6223.6572
37.8	20060504	378181.589	2876.1453
8.6	20060531	86899.084	1441.5812
1.6	20060529	16824.3686	889.1001
1.1	20060518	11089.3587	594.2971
0.3	20060530	3679.5	300.4343
0	20060530	684.5	131.2835
191.1	20060723	1911870.918	7244.9794
170.3	20060703	1703488.692	7931.9851
305.7	20060724	1019016.272	5476.6252
305.7	20060724	1389480.956	6791.4584
70.5	20040620	705197.2358	7420.1821
9.7	20040819	97549.7031	1678.0467
4838.1	20040627	48381788.08	89271.5677
268.2	20040620	2682905.724	13351.5606
20506.4	20040621	205064143.9	150041.9791
398.9	20060705	3989700.212	10153.4716
376.1	20060705	3761431.472	12539.646
52.9	20060707	529188.1598	2922.275
1104.9	20060723	11049941.91	19110.3427
195.4	20060723	1954303.214	7722.6339
0	20060721	312.5579	62.7512
16.3	20060518	163459.0687	1889.9739
0.3	20060518	3253.0134	229.4525
1.1	20060608	11444	531.6282
0.4	20060522	4721.1659	328.1735
4.8	20060603	48920.745	1482.6536
0.3	20060604	3802.4388	296.2302
0.1	20060622	1580.5	161.0974
0	20060626	67	36.4373
0	20060627	292.412	69.211
2.3	20060702	23838.4635	1084.0967
4.5	20090805	45242.8672	867.4032
0.4	20090805	4451.9076	291.3418
1	20090805	10310.3379	423.5556
0.4	20090819	4595.1566	282.7833
1.1	20090723	11760.8934	537.6831
31.3	20090729	313308.8022	2966.5697
1.4	20100803	14988.4144	513.4066
304.8	20100728	3048462.591	23090.2717
3.9	20100727	39791.2633	1213.746
7.9	20101105	79784.8877	1098.1193
1.9	20101105	19913.0591	583.4454
0.7	20100414	7482.7341	345.1463
197.9	20100416	1979787.234	7885.6276
23	20090601	230054.6609	3181.105
0.3	20090703	3334.9945	274.9241
2.4	20090723	24760.9453	1123.6189
1.2	20090731	12351.2333	480.3925
2.7	20090801	27682.9125	674.2943
13.1	20090830	131844.3067	1569.353
1.4	20090428	14800.591	877.3815
1.4	20090521	14171.1627	630.6257
2.8	20090730	28343.4917	1212.077
15.3	20090730	153918.9348	2034.143
11.4	20090426	114939.5751	1519.385
6.8	20100414	68570.6049	2515.7725
1	20100708	10415.5128	441.0478
31.5	20100727	315545.7029	2863.5068
9.3	20100727	93565.1723	1902.9826
0.2	20100727	2709.761	308.7523
15553	20100727	155530238.9	82540.6703
3714.4	20100727	37144192.54	45803.3662
291.2	20100727	2912935.383	7782.6771
22.1	20100728	221007.6037	2177.1869
13.7	20100727	137905.4699	1727.0704
12.7	20100727	127080.2359	1889.7949
2.4	20100728	24162.5673	742.4602
37.7	20100727	377446.0296	2928.955
8.7	20091102	87341.2204	1729.6774
0	20090524	102.3875	40.3623
213.2	20090724	2132919.747	6383.5417
15.4	20090725	154792.4235	1544.3069
105.9	20090727	1059003.645	4452.2222
33	20090726	330443.547	2715.8854
0.8	20090728	8817.9548	598.6115
15.9	20090727	159581.3917	1908.0006
3.7	20090426	37670.4618	1214.8643
2.5	20090428	25640.0977	787.6904
1.8	20090429	18342.3795	598.5069
13.3	20090501	133620.4555	1961.8557
3	20090502	30387.3494	1036.5389
15	20090521	150074.7626	1796.9113
7495.2	20100728	74952325.3	50774.1984
163.3	20100727	1633726.89	9357.8645
3.3	20100728	33423.8349	696.8818
154	20100727	1540556.781	6274.754
602.5	20100727	6025322.084	17419.9743
3307.6	20100727	33076475.22	31466.7042
7437.7	20100727	74377275.43	72911.0324
560.6	20100727	5606209.962	18501.4831
56	20100727	560020.4809	2855.0241
1993.8	20100727	19938701.29	39339.6557
52.1	20090731	521308.582	2645.4493
15.9	20090727	159896.4579	1947.5779
1.5	20090726	15285.42	510.0715
5.3	20090727	53090.9593	996.0727
285.1	20090727	2851518.694	7944.1305
9.9	20090727	99254.2536	1190.2644
1	20090727	10939.1553	596.566
1.2	20090801	12922.911	446.7326
5.4	20090801	54135.7964	997.8908
309.2	20090717	3092221.715	9177.0796
977.3	20090730	9773803.932	16424.616
1.4	20090801	14006.352	532.5992
1.1	20090704	11330.6713	771.0726
1.2	20090704	12873.7748	507.3401
232.2	20090730	2322548.816	6530.8661
0.1	20090520	1700.0172	211.1587
350.8	20100727	3508788.388	10618.6254
3	20100727	30533.7742	660.1624
1	20100727	10901.1913	388.0718
15.8	20100727	158774.9242	1923.4541
1419.1	20100727	14191790.16	22361.7123
1.1	20100928	11597.5708	501.2229
0	20100623	303.6287	100.1447
6.8	20100411	68570.6049	2515.7725
20.8	20100414	208812.2686	2188.0165
20.4	20100415	204073.167	1727.3173
3.1	20100420	31629.7206	1093.1797
4.3	20090801	43845.0264	972.6148
1.9	20090801	19527.9109	697.5725
104.3	20090801	1043233.256	4818.6638
76.4	20090809	764334.5569	5169.9681
24.3	20090821	243291.7273	1993.093
0	20090821	102.3875	40.3623
10	20090821	100189.3453	1719.4515
4	20090608	40469.5148	738.4628
0.8	20090609	8717.8576	403.0017
0.1	20090609	1953.7908	243.4281
746.7	20090610	7467401.65	12512.992
2037.4	20090610	20374601.8	22656.534
85.6	20090711	856496.291	6727.7253
0.1	20090720	1348.3948	162.3735
84.3	20090802	843917.9426	4163.0487
3.9	20090801	39518.7902	894.2456
55	20100727	550799.1753	3555.4292
32.9	20100727	329301.1941	3597.5306
1	20100728	10327.2537	395.944
1.5	20100820	15339.6964	619.2602
15.2	20100405	152533.4205	1799.372
1.6	20100406	16393.8452	606.6084
4.3	20100423	43077.9747	1573.0286
139.6	20100520	1396180.197	7058.1057
144.1	20100620	1441132.557	6330.5545
4274	20100708	42740351.53	73111.0986
177.2	20100714	1772018.749	8005.2784
5269.6	20100727	52696731.51	45353.8917
2.1	20090821	21354.2985	1224.8485
2	20090725	20050.2543	589.9026
370.2	20090726	3702224.122	8984.2574
2084.8	20090726	20848893.84	45029.568
1.2	20090726	12074.1112	475.0194
1.6	20090730	16704.3025	581.2471
4.2	20090730	42063.1338	1076.2426
42.6	20090730	426799.3647	2876.2015
186.4	20090730	1864799.493	5708.6142
113.9	20090730	1139878.807	5965.3285
118.1	20090730	1181105.506	4985.9159
841.5	20090731	8415893.77	15996.9507
6.6	20100406	66060.7478	1296.5185
3.1	20100426	31421.6043	885.9575
20.2	20100505	202776.0894	4102.6449
13.7	20100525	137257.4783	2088.3175
1.4	20100618	14109.9707	501.7014
31.1	20100727	311018.1631	2413.3748
16236.6	20100727	162366057.5	140632.7604
11638.6	20100727	116386937.1	131426.2148
1589.5	20100727	15895545.84	40060.4026
2.2	20100727	22460.9051	776.8082
100	20100731	1000452.375	6278.8623
42.1	20100731	421474.6674	2848.6718
6273.2	20100731	62732345.18	76615.2812
4	20090803	40503.2853	989.0994
56.8	20090804	568273.0996	3251.6565
4.9	20090730	49042.3516	998.508
2	20090826	20180.9913	605.4506
1.3	20090808	13788.6196	854.3266
4.9	20090902	49159.5442	844.3468
185	20090731	1850452.4	5385.7728
286.6	20090730	2866053.692	10669.4289
4659.4	20090730	46594376.62	26779.242
1455	20090730	14550312.04	21173.3037
0	20090803	510.6212	110.5024
18.8	20100803	188976.3391	2657.683
2.1	20100802	21591.8643	737.2102
0.7	20100807	7221.5343	327.2982
244.4	20101013	2444511.471	9942.6534
1	20101019	10953.1152	569.398
25.1	20101101	251791.536	2078.6644
0.3	20100404	3986.8814	268.4784
5.4	20090730	54186.8173	1125.2512
15.7	20090731	157621.7122	1648.6753
40.7	20090803	407665.7289	3054.1554
57.5	20090803	575771.4308	2783.9052
0	20090730	506.7836	85.9588
3.6	20090804	36220.749	925.7574
0	20090821	274.3932	67.4203
1.9	20090901	19231.8278	962.2223
60.2	20090901	602017.602	5438.0059
14.9	20090901	149184.6923	2414.8945
0	20090428	810.6468	206.5141
0.7	20090501	7131.8218	337.761
4	20090702	40293.7345	1288.3502
20.1	20090706	201138.9847	2434.7532
19.2	20090707	192050.4682	1709.5997
0.2	20090727	2483.9516	183.2565
101	20090728	1010622.509	6367.0631
0.8	20090730	8385.6557	356.3172
4.6	20090729	46096.5639	1064.1352
1.2	20090729	12091.0703	411.1296
0.1	20090802	1930.0666	168.9
454	20090729	4540138.987	17925.007
2.6	20090729	26719.7971	717.7019
4.1	20090731	41871.5355	1229.0176
1.3	20090801	13758.9833	494.1969
5.9	20090731	59528.7672	1406.4753
1	20090731	10538.8273	445.9443
0.5	20090731	5352.9167	275.8521
1.4	20090731	14109.2065	466.2961
1.8	20090828	18722.2245	669.9311
0	20090902	85.1681	43.0483
0	20090901	85.1681	43.0483
0	20090907	143.3964	48.7339
1.5	20090902	15638.5947	624.4596
2.9	20090422	29667.8231	749.9977
13	20090607	130675.8249	1635.4182
3.1	20090630	31008.4283	866.0073
9276.7	20090715	92767558.09	147825.4484
0.9	20090901	9992.7089	430.4273
1.8	20090901	18767.6071	1177.5075
5.9	20090407	59312.243	1503.7152
6.2	20090729	62313.9135	981.7806
14.8	20090729	148098.9226	2810.5446
0.1	20090730	1262.294	155.0055
437.8	20090729	4378254.9	22870.9543
32.6	20090729	326260.1224	3273.0849
0.1	20090727	1327.3902	156.295
1.6	20090730	16080.5624	558.3771
6.5	20090731	65261.7636	950.3283
35.8	20090501	358549.0907	4966.5843
8.8	20090730	88608.7152	1229.402
133.5	20090731	1335104.15	5164.5014
573.7	20090731	5737058.415	10902.0516
303.3	20090718	3033420.059	15104.7171
107.5	20090718	1074551.099	8713.7385
9.3	20090720	93114.6246	1994.2606
3.5	20090730	35112.1028	778.325
0.9	20090723	9958.3286	498.874
2.7	20090804	27605.4711	967.0814
2	20090819	20327.3544	756.6325
3.7	20090417	37551.0532	874.2211
1.4	20090618	14040.6902	614.0171
1.5	20090726	15791.1487	727.1652
1.4	20090724	14075.6377	629.4848
3.3	20090730	33295.7816	878.9775
1.3	20090810	13384.6115	561.9986
1.8	20090801	18887.2263	811.2917
1.8	20090802	18796.4076	664.9711
0.1	20090729	1811.4135	157.0453
65.8	20090828	658311.0815	3284.7418
0.2	20090810	2466.8467	251.5147
4.3	20090515	43973.1965	873.6225
863	20090725	8630748.937	22515.12
657.8	20090725	6578916.402	27742.1968
296.5	20090723	2965290.509	21930.7554
31.2	20090730	312769.7204	6166.4297
28.4	20090730	284266.9433	5893.7812
192	20090730	1920337.306	12112.7781
369.6	20090801	3696150.749	12853.5868
48.6	20090731	486428.2512	2871.9625
66.1	20090731	661223.4819	4308.907
13.8	20090705	138261.0064	1372.4377
51.1	20090731	511806.4672	3114.8061
14.5	20090731	145300.7194	1857.3989
1.6	20090806	16342.8298	594.0425
0.7	20090820	7275.1051	475.8142
15.1	20090418	151784.7407	2340.429
6.3	20090421	63081.1624	1786.0367
14.6	20090421	146619.2733	2466.9298
14.6	20090501	146245.2033	2379.1906
16.4	20090410	164920.5992	1625.6914
4.1	20090502	41813.5927	868.1932
125.5	20090504	1255183.731	6112.8972
5.2	20090507	52587.2284	944.8558
6.6	20090609	66571.0776	1404.2563
1.3	20090611	13087.1792	486.1418
3.6	20090629	36655.0472	1011.1492
29.2	20090901	292266.2238	2319.5356
130.8	20090805	1308429.695	4960.5477
1.4	20090901	14241.9884	455.1372
1.9	20090903	19579.5488	851.3778
9.1	20090805	91948.7116	1136.0188
7.4	20090428	74016.8452	1808.9769
5.6	20090430	56566.8518	1458.9528
29.7	20090801	297678.4941	2190.8063
2.2	20090730	22952.0497	635.8648
2.2	20090801	22903.3142	1029.133
1.9	20090522	19811.3983	744.337
1.1	20090528	11075.2065	498.6077
1.9	20090724	19816.0846	674.8376
0.8	20090706	8662.808	408.9982
0.1	20090730	1595.7148	163.9419
334.4	20090820	3344262.496	9027.2097
2.6	20100307	25994.3848	1614.7288
1.8	20100418	18312.7248	1221.4714
3.9	20090731	39985.4642	996.5794
2.4	20090730	24653.8588	922.376
2869.4	20090730	28694496.61	64969.995
1.5	20090820	15700.8181	478.2661
21.5	20090820	215369.801	2891.2526
40.1	20090820	401367.7695	3322.0349
55.1	20090408	551804.8821	4738.4756
0.2	20090407	2819.5059	207.66
19.7	20090411	197800.8458	1988.5085
2.4	20090501	24641.2278	864.2029
2.6	20090501	26107.9847	672.5712
1.7	20090502	17121.1654	730.6425
16.1	20090502	161379.8315	2438.6393
1060.4	20090731	10604047.66	18455.9967
0.1	20090730	1155.5315	135.9133
59.1	20090805	591541.4446	3947.518
63.7	20090805	637553.0803	4244.6053
214.7	20090805	2147831.354	6956.661
4.4	20090805	44488.9921	1589.1429
1.1	20100430	11168.4448	726.2636
1.9	20100601	19264.3785	708.6319
1.3	20100612	13280.806	622.3857
2.1	20100708	21936.6884	1030.5468
63.7	20090416	637333.3917	7995.1842
0.2	20090420	2819.5059	207.66
1.8	20090424	18612.1526	582.5812
8.2	20090430	82385.1442	1452.0059
2.2	20090515	22563.5438	573.0952
8051.7	20090529	80517864.81	62636.5695
1	20090531	10574.7142	469.2862
3652.4	20090722	36524561.14	103067.6888
135.5	20090731	1355563.474	8462.652
1251.8	20090731	12518252.78	50284.5247
291.7	20090820	2917678.918	10688.3566
1.1	20090502	11925.877	488.647
1.3	20090608	13958.1165	699.1655
6.2	20090805	62501.3965	1335.4187
0.4	20090423	4888.8241	458.2054
1.2	20090828	12511.5873	458.5689
4.8	20091010	48788.3167	1505.5675
445.4	20100708	4454416.194	16967.2936
16976.5	20100727	169765697.9	153077.4971
1020.7	20100727	10207559.26	21335.8624
2385.4	20100727	23854621.55	33248.3702
35506.3	20100727	355063710.8	274406.4696
2449.5	20100727	24495999.34	34983.7457
0	20100727	265.0206	59.8328
1.3	20100727	13671.495	516.0199
0	20100727	363.5686	70.2238
1815.1	20100727	18151178.21	31750.6444
2759.9	20100727	27599175.92	30816.3022
17.6	20090725	176863.3379	2390.8735
1596.6	20090726	15966488.27	41040.082
7835.1	20090725	78351613.62	126315.2213
112.8	20090725	1128304.265	9097.2873
2042	20090731	20420162.74	36959.0439
6467.9	20090731	64679178.29	93823.7968
4574.6	20090731	45746190.71	48842.232
51.6	20090811	516675.6633	2937.6787
18.5	20090403	185138.266	2686.991
3.3	20090616	33906.94	1085.8791
49.3	20090730	493509.9708	3329.162
34.5	20090730	345076.9941	4492.7319
2.3	20090413	23030.504	843.6488
1	20090430	10562.9608	624.749
1.8	20090527	18352.1473	560.892
0.2	20090603	2534.4309	194.816
0.3	20090611	3128.8204	227.8648
0.4	20090614	4460.373	366.1545
96.1	20100727	961858.5128	4455.1736
9.9	20100727	99887.2219	1514.4926
7.4	20100727	74805.0604	1156.7479
67.2	20100727	672304.8914	5383.0472
24.8	20100727	248265.9637	2410.9777
61.7	20090406	617383.9988	4242.8521
2.6	20090416	26361.7277	641.6856
1.1	20090417	11071.5467	518.8972
1.6	20090420	16042.3997	521.8201
51.4	20090421	514951.9028	7695.3225
27.2	20090518	272033.5563	2907.8724
1.1	20090528	11552.6713	436.7508
20.1	20090612	201485.8204	1975.8951
135.9	20090730	1359645.509	7776.1988
9.4	20090730	94161.6273	1367.9578
0	20090621	785.1488	152.588
0	20090622	565.3757	123.3858
0.9	20090623	9040.4763	472.6936
0.8	20090701	8166.9591	394.0975
19.3	20090705	193136.9229	1986.4612
12.4	20090715	124334.9514	1468.2322
808.1	20100727	8081298.574	11399.8566
2.2	20100727	22389.6249	731.0906
767.9	20100727	7679437.692	14461.8555
7.1	20100727	71143.3903	1245.0252
2273.4	20100728	22734928.95	63482.0851
6	20100801	60067.4703	960.7488
1.3	20090705	13020.7029	584.8243
2.2	20090727	22300.9842	797.3724
0.3	20090727	3196.4837	294.7968
3.4	20090409	34450.1464	1034.8037
0.3	20090412	3110.6382	256.1402
728.7	20090730	7287398.329	19389.9925
483	20090731	4830545.749	13057.473
0.9	20090731	9861.3335	390.9438
846.4	20090705	8464469.295	17534.2891
182.3	20090729	1823916.6	10203.3308
0	20090729	88.229	36.3757
5.6	20090705	56507.1692	968.1084
0.8	20090729	8576.494	372.1613
201.1	20090731	2011137.628	14258.1512
640.7	20100727	6407889.246	13654.6386
12.4	20100801	124761.5846	1385.7377
175.5	20100801	1755061.182	7404.8163
0.7	20090416	7041.5227	462.6977
0.9	20090418	9314.0426	902.9729
2.9	20090522	29749.1401	769.5583
170.8	20090502	1708646.911	9924.9503
16.1	20090503	161609.1749	1991.9369
1.3	20090503	13598.7393	1354.122
3.8	20090623	38804.0292	1159.9206
1.1	20090627	11648.4431	550.2829
6	20090630	60149.7861	1398.6947
0.6	20080412	6048.2475	449.8951
4.4	20080501	44529.9864	1613.1714
0.8	20080422	8226.6653	459.2355
0.5	20080513	5498.0254	455.4852
8.5	20080415	86399.2761	2358.0091
1.5	20080428	16072.1706	513.1643
3.2	20080501	33482.0171	1218.7558
4.4	20080514	45565.1217	849.4535
2	20080514	20771.1048	1154.8724
59	20090502	590310.7782	8746.6872
4.3	20090505	43052.555	1121.5273
0	20090508	137.2095	57.0919
1.7	20090523	17639.6167	959.5518
90.9	20090527	909916.8605	4806.1708
0	20090529	102.945	74.7387
1.1	20090502	11701.4985	738.9807
7.1	20090604	71300.9681	1671.5532
2.5	20090619	25007.9148	881.4105
1.2	20090713	12655.3938	451.6919
2	20090717	20361.902	923.0201
49.8	20090724	498682.4277	5785.2307
2.8	20090725	28638.9518	1295.3543
4.5	20090725	45114.0698	1895.1643
60.2	20090725	602670.5756	5053.8183
59	20090726	590680.1423	6254.9116
240.7	20090726	2407755.126	14906.7772
1.5	20090725	15392.3161	846.8404
30.7	20080518	307994.1798	4381.0337
0.5	20080518	5422.2715	480.0114
0.5	20080515	5156.9786	440.1213
2.8	20080426	29335.1512	1071.3525
1.7	20080501	17330.1882	604.3625
4.1	20080424	41734.249	1132.1703
5.2	20080517	52854.8399	1137.5339
2.3	20080517	23605.1164	663.8887
1.3	20080523	13581.6068	717.6874
8.9	20090726	89204.8787	1569.1509
1737.6	20090727	17376113.34	41338.4538
138.1	20090730	1381385.169	6488.67
2826	20090730	28260847.86	37673.9287
4170.6	20090730	41706836.03	73342.5677
2288.3	20090729	22883103.32	39914.3604
12.8	20090730	128361.8722	1837.6865
1	20090730	10759.6081	552.8887
39.6	20090730	396849.0493	3070.18
4.7	20090730	47826.8809	8779.3127
0.8	20090731	8344.4536	600.499
1.6	20090801	16517.7642	585.2056
2.7	20090801	27836.5562	1457.9096
1.9	20090805	19129.5124	928.7668
2.3	20090725	23987.9827	779.5314
13.2	20090820	132786.8804	1933.4165
37.9	20090820	379388.7322	2779.5486
8.6	20090820	86298.9819	2008.2625
7.4	20080501	74660.921	1597.9236
1.7	20080503	17047.1603	683.2935
5364.8	20080512	53648023.1	48867.0782
451.8	20090730	4518912.949	15416.0838
23.1	20090730	231364.2369	1927.4302
8.3	20090730	83046.1429	1369.985
67743.4	20090730	677434742.3	213692.0831
30.9	20090820	309615.655	2250.417
113.6	20090820	1136716.12	6905.5975
171.2	20090820	1712007.694	8222.0563
357.2	20090820	3572956.42	13406.7386
2186.5		21865807.47	26140.3755
1.9	20090822	19432.7153	712.1324
1.8	20090901	18955.663	648.5703
1.3	20090901	13336.3287	438.1571
595.3	20090923	5953806.893	14403.6836
1.2	20100311	12365.1161	709.4308
1.3	20100315	13330.5153	496.1903
5.5	20100320	55276.6211	1270.222
